HGNC symbol	Gene start (bp)	Gene end (bp)	Chromosome/scaffold name
	1668294	1669053	CHR_HSCHR11_1_CTG6
FAM99A	1671307	1673566	CHR_HSCHR11_1_CTG6
IQSEC2	53225828	53321350	X
TSC22D3	107713221	107777342	X
	2989863	2991344	11
FZD8	35638249	35642278	10
OR5K2	98497604	98498663	3
	72932974	72934355	2
FAM99B	1688979	1691339	CHR_HSCHR11_1_CTG6
NAP1L4	2944431	2992377	11
	98521133	98585498	3
RPL7P37	35697300	35698037	10
	53552770	53575863	20
	1694007	1694766	CHR_HSCHR11_1_CTG6
PDHA2	95840019	95841474	4
CLDND1	98497912	98523066	3
RPL30P5	83502699	83503034	4
	75430571	75431588	10
	26132887	26134198	20
	72084857	72087443	16
	136629172	136647999	6
COPS6	100088969	100092187	7
TXNL4B	72044289	72094431	16
MAP3K5	136557046	136792477	6
SCN1A	165984641	166149214	2
	26188408	26196891	20
MIR663AHG	26186920	26251526	20
	54430654	54434698	19
	219075329	219170827	2
	126864465	126865422	12
TTYH1	54415219	54436900	19
LINC02372	126869490	126874690	12
GRIA4	105609994	105982092	11
	126874821	126876232	12
HSPE1P20	126912034	126912322	12
NCBP2L	107774899	107795829	X
LINC02405	126915203	127060401	12
NPM1P40	203255743	203256475	1
ADM5	49688664	49690575	19
SLC45A3	205657851	205680509	1
	141380823	141381107	X
LINC01353	203287152	203288801	1
PRSS40B	130539095	130549883	2
PANTR1	104807572	104853183	2
	49688853	49690573	19
MEF2AP1	179447578	179448440	1
LINC01136	203298758	203305309	1
NPHS2	179550539	179575952	1
	127130005	127207706	12
CLEC12A	9951316	9995694	12
	127147149	127150081	12
	127145072	127146532	12
HMGB1P4	170601662	170602228	2
CPT1C	49690898	49713731	19
BTG2	203305491	203309602	1
	141625864	141626733	X
MYO3B	170178145	170655171	2
C1orf115	220690363	220699153	1
SPANXA2	141589708	141590762	X
ANP32D	48472665	48473624	12
LINC02376	127274467	127284283	12
COL6A3	237324003	237414375	2
	179543201	179548922	1
	127317709	127319986	12
SPANXA1	141583674	141585011	X
NUCKS1	205712822	205750182	1
PCAT5	35778302	35800920	10
LINC02375	127324155	127340072	12
POU3F3	104855511	104858574	2
	127344258	127344402	12
FMOD	203340628	203351758	1
	104853285	104926052	2
	127372243	127372669	12
RHO	129528640	129535169	3
SPANXA2-OT1	141502849	141649927	X
LINC01159	104865407	104872595	2
APCDD1L	58459101	58515131	20
	130583549	130590463	2
SPRYD7P1	77374212	77381319	X
MARC2	220748225	220784815	1
PRSS40A	130570829	130584161	2
	76270206	76270800	10
	76558350	76560994	10
LINC02630	35896874	35898963	10
	75642476	75643106	10
	36089086	36089389	10
	76437408	76438775	10
MOB1AP2	37291168	37292227	X
LRMDA	75431624	76560168	10
	50423609	50425316	1
FGF16	77447405	77457278	X
RPS10P20	48487946	48488408	12
PPIAP38	105685383	105685865	10
KCNQ1-AS1	2840112	2861539	CHR_HSCHR11_1_CTG7
LIN54	82909973	83012926	4
	48483287	48500961	12
SPANXD	141697411	141698739	X
C12orf54	48482498	48496386	12
KCNQ1	2768844	2849088	CHR_HSCHR11_1_CTG7
	39466442	39467345	12
	127462507	127463197	12
RAB29	205767986	205775482	1
	127598168	127599715	12
VSIG10	118063593	118136026	12
	127624153	127626267	12
	39539581	39539851	12
LINC02411	127631248	127636467	12
COX6CP18	2771356	2771577	CHR_HSCHR11_1_CTG7
MTND5P17	36432882	36434484	10
CFC1	130592168	130599575	2
	127793527	127821183	12
	127825938	127826286	12
	44536263	44536613	19
	127876999	127877516	12
MTND4P18	36434710	36435174	10
ABCD2	39550033	39619803	12
	75450081	75451725	10
	75742740	75743755	10
	105304867	105327017	12
H1FOO	129543214	129551467	3
MRPS9	105038069	105099960	2
APPL2	105173297	105236203	12
	118066398	118066725	12
	39611819	39614648	12
	203353365	203353651	1
LARP7P1	203400266	203400581	1
HLX	220879431	220885059	1
CLEC12B	10010627	10018796	12
DUX4L21	133680369	133681637	10
PRELP	203475806	203491352	1
ST6GALNAC5	76867480	77067546	1
	104936241	105038496	2
LINC01352	220829255	220832429	1
	105097052	105102944	2
RNU6ATAC35P	220825620	220826063	1
H3F3B	75776434	75785893	17
HLX-AS1	220832763	220880140	1
	54434183	54434665	19
	220828676	220829211	1
	26671254	26674464	2
	220786990	220884503	1
PEBP1	118136124	118145584	12
	48507354	48529897	12
	96212279	96213100	4
MAGEC3	141838316	141897832	X
	48525632	48528103	12
MARC1	220786913	220819659	1
	26678219	26678510	2
DUX4L20	133683668	133684936	10
OR5BS1P	48559882	48562956	12
DUX4L29	133740606	133741284	10
LINC02267	96310701	96818864	4
	10015240	10030606	12
CLEC12A-AS1	9948137	9953336	12
LALBA	48567684	48570066	12
KCNK3	26692690	26733420	2
ING3	120950763	120977216	7
CLEC1B	9985642	10013424	12
PCGF1	74505043	74507695	2
	205775559	205783623	1
MAGEC1	141903894	141909374	X
COX7A2P2	96902801	96903050	4
LINC02393	127881617	127898639	12
OPTC	203494143	203508864	1
	97120701	97135059	4
	142147862	142148866	X
PVR	44643798	44666162	19
LINC00508	127940595	127950160	12
LINC00507	127915372	127951552	12
OASL	121019111	121039242	12
POTEJ	130611481	130658091	2
	82932601	82938677	6
RTCA-AS1	100251528	100266179	1
CBFB	67028984	67101058	16
LAP3P1	82924829	82925122	6
	100249090	100249311	1
	75818815	75820055	17
UBE3D	82892390	83065841	6
STPG2-AS1	97366681	97490164	4
DBT	100186919	100249834	1
RPL5P12	98025390	98026240	4
UNK	75784806	75825799	17
	142172866	142173989	X
SCN9A	166195185	166376001	2
	142194352	142195490	X
SLC35D1	66999350	67054148	1
	97334635	97633823	4
CRYZP2	97916353	97917401	4
STPG2	97184093	98143476	4
FAR2P3	130690133	130718831	2
DUX4L10	133743332	133744598	10
DUX4L11	133746641	133747907	10
	14762504	14767931	12
ARMC9	231198546	231374837	2
	203656969	203657760	1
CYP4F30P	130680050	130685863	2
DUX4L12	133749950	133751216	10
DUX4L13	133753250	133754516	10
ATP2B4	203626561	203744081	1
DUTP8	98048555	98049043	4
	130681228	130691691	2
	44664131	44666158	19
	44570304	44570564	19
KLF2P3	130692243	130693770	2
	44632199	44718759	19
HIST4H4	14767999	14771131	12
THAP9	82900684	82919969	4
CEACAM22P	44537058	44620821	19
OR11M1P	48627879	48628836	12
MYBPC2	50432892	50466321	19
MAGEC2	142202342	142205290	X
CEACAM16	44699151	44710718	19
DUX4L14	133756559	133757825	10
	142372276	142373990	X
	77067920	77078482	1
IGSF23	44613563	44636781	19
DUX4L15	133759859	133761125	10
	105706299	105707937	11
MID2	107825755	107927193	X
SLC41A1	205789094	205813748	1
	133778258	133778498	10
RPL23AP60	133778246	133778699	10
CENPA	26764289	26801067	2
RTCA	100266207	100292769	1
	27483850	27484128	11
MTNR1A	186533655	186555567	4
H2AFJ	14774383	14778002	12
SLC25A5P6	186328716	186329601	4
C12orf75	105235290	105396097	12
CEACAM19	44662278	44684359	19
F11-AS1	186286094	186500997	4
LIN7C	27494418	27506769	11
SMS	21940709	21994837	X
MYO3B-AS1	170332085	170408564	2
SEC31A	82818509	82901166	4
	186426546	186555328	4
	77129114	77129668	1
F11	186265945	186288806	4
	77194825	77195395	1
PIGK	77088989	77219430	1
SLC35F6	26764284	26781231	2
	99489559	99499367	5
OASL2P	121053732	121059670	12
	107894597	107935980	X
	121079842	121080124	12
	99522311	99525462	5
RPA2	27891524	27914746	1
	121096027	121096429	12
LINC01918	105144113	105145424	2
GUSBP8	99532628	99534611	5
	121107220	121107490	12
LINC01149	31484113	31489410	CHR_HSCHR6_MHC_MANN_CTG1
LINC02113	99549432	99577957	5
GPR45	105241743	105243049	2
	99594329	99594740	5
	202032770	202033537	2
	100220488	100253414	1
NPM1P51	41666906	41667649	6
	36438616	36442392	10
BRI3P1	100213293	100213670	1
FZD7	202034587	202038445	2
	105249404	105249794	2
OIT3	72893584	72933036	10
RPL23AP90	100196816	100197051	1
	99594880	99595297	5
	99948295	99949583	5
NAMPTP1	36521721	36524234	10
	36940109	36943932	10
	51750560	51763114	14
OR7E105P	51756996	51757988	14
OR7E106P	51763056	51764076	14
TGFBRAP1	105264391	105329735	2
EFCAB14P1	35122022	35122484	1
DAZAP2P1	202201384	202201886	2
NPM1P24	72917641	72918534	10
	140370891	140401367	5
KIAA2012-AS1	202113626	202117058	2
OR7E159P	51771789	51772086	14
PSMA2P3	202179297	202179971	2
	51765276	51825422	14
SLC4A9	140360194	140375141	5
	51787461	51787743	14
UBTFL11	38531923	38534174	X
KIAA2012	202073289	202205203	2
	35141515	35146435	1
FTH1P19	37492021	37492548	X
FLNC	128830377	128859274	7
	37441523	37442068	X
MACO1	25430858	25500209	1
FTH1P27	37505310	37505860	X
MAD2L2	11674480	11691650	1
RETREG2	219176225	219185475	2
	105324210	105330529	2
PLAT	42175233	42207724	8
	167379108	167381000	1
RPGR	38269163	38327564	X
	107939263	107939642	X
	202178660	202179391	2
NLRP3P1	107974078	107985008	X
GPKOW	49113407	49123735	X
TEX13B	107980864	107982370	X
	179586705	179589175	1
RPL30P13	40068243	40068590	12
	179590372	179591305	1
C12orf40	39626167	39908300	12
	77958000	77958780	4
SCN3B	123629187	123655244	11
HMGB1P44	77963940	77964511	4
	170640374	170695374	2
TDRD5	179591613	179691272	1
PLA2G12B	72935170	72954778	10
	155566050	155566306	1
PGAM1P5	95551582	95673999	12
DAP3P1	155586644	155602197	1
	155590601	155591262	1
NTN4	95657807	95791152	12
KANSL2	48653401	48682238	12
	1620510	1625419	2
CNPPD1	219171897	219178106	2
SLC2A13	39755025	40106089	12
TAOK3	118149801	118372907	12
GPR15	98531978	98534681	3
	231256097	231256306	2
LINC02441	128023788	128027166	12
	99807023	99877148	15
LINC02369	128086985	128118132	12
LINC02368	128118217	128121952	12
	128187934	128191389	12
RAP1GDS1	98261384	98443861	4
SAR1AP2	126272818	126273411	10
LBHD2	103084210	103090027	14
PDCD2	170575295	170584692	6
SPTBN2	66685248	66729226	11
ADAM12	126012381	126388455	10
	128399978	128404814	12
	70299194	70372582	16
	128288159	128289056	12
TLX2	74513463	74517148	2
TMEM132C	128267403	128707915	12
	100126106	100129743	15
	70349085	70372166	16
ADAMTS17	99971437	100342005	15
	128437778	128439206	12
DDX19B	70289663	70335283	16
	103094723	103098885	14
	221133865	221134221	1
	221330080	221336296	1
	221508559	221510979	1
SCN1A-AS1	165957399	166390771	2
	221549786	221550643	1
WBP11	14784582	14803486	12
	179730217	179742697	1
DUSP10	221701424	221742089	1
CASC18	105704203	105744062	12
KATNB1	57735739	57757244	16
FAM163A	179743163	179816198	1
PROK1	110451149	110457358	1
PM20D1	205828025	205850132	1
	179816184	179818191	1
	99970215	99974010	15
LENEP	154993586	154994315	1
	110456505	110457354	1
	99976481	99980774	15
ST13P3	106015897	106017006	12
ATP6V1FNB	128866330	128872047	7
	106050961	106058254	12
	105334027	105337475	2
C2orf49	105337532	105349211	2
KCP	128862451	128910719	7
LRPAP1	3503612	3532446	4
C12orf56	64264762	64391192	12
HECW2-AS1	196260024	196264204	2
SUMO1	202206180	202238608	2
	128813186	128814750	12
SLC15A4	128793194	128823958	12
HECW2	196189099	196593684	2
ZBTB22	33484759	33488283	CHR_HSCHR6_MHC_MCF_CTG1
CYMP	110480752	110491277	1
EXOC3L4	103100144	103110559	14
	205935128	205935768	1
SLC26A9	205913048	205943460	1
DLG1	197042560	197299300	3
HNRNPA1P56	77987860	77988813	4
	110472543	110474980	1
	78003143	78003439	4
	110473756	110488663	1
	78008512	78008688	4
RPL17P50	73005833	73006595	10
	23919081	23957930	19
CYMP-AS1	110487680	110490258	1
ZNF726	23914876	23945159	19
LINC01655	221827666	221840666	1
LINC02257	221880981	221978523	1
LDLRAP1	25543580	25568886	1
LINC02474	221966341	221984964	1
VSIG1	108044970	108079184	X
LINC01705	222041705	222064763	1
DQX1	74518131	74526281	2
	231388976	231394991	2
	128826836	128827579	12
TPPP2	21024109	21036276	14
	23927788	23929287	19
	222088806	222389103	1
	23935220	23936173	19
QRSL1P2	222261833	222262796	1
	25581478	25590356	1
B3GNT7	231395710	231401164	2
	64338178	64338797	12
	64222337	64397065	12
	222452738	222454705	1
ZBTB8OSP2	231433923	231434426	2
DAXX	33488900	33499609	CHR_HSCHR6_MHC_MCF_CTG1
CICP13	222468094	222470882	1
	64266413	64266766	12
ATP6V1F	128862856	128865847	7
	231437101	231437421	2
	231452195	231453153	2
FLNC-AS1	128850162	128862626	7
POLR2H	184361718	184368596	3
	222477252	222504622	1
	123668499	123671637	11
	38479215	38479913	X
LINC00677	103120847	103123007	14
NAT9	74770547	74776367	17
	37945884	37946775	X
SPANXN4	143025918	143034702	X
RPSAP62	53322990	53323822	X
	222510169	222519732	1
RNASE13	21032818	21034807	14
OTC	38352586	38421446	X
RNASE7	21042316	21044234	14
DCST2	155018520	155033781	1
B3GNT9	67148104	67150998	16
	21024172	21029271	14
FTLP16	38484752	38485264	X
RPS2P5	118246084	118246962	12
SPANXN3	143508735	143517475	X
C16orf70	67109958	67148539	16
	37349330	38687674	X
	77346046	77349585	1
	128944274	128945203	12
MTND2P39	143434517	143435280	X
	143284977	143516803	X
FAM47DP	37541077	37545262	X
AK5	77282019	77559966	1
PGBD4P6	143343976	143344585	X
GLT1D1	128853427	128984968	12
HYPM	37990817	37991317	X
LAX1	203765176	203776233	1
MTND1P33	143433042	143433958	X
GPR148	130729070	130730336	2
OR6D1P	45255640	45263252	10
CYBB	37780011	37813461	X
OR13A1	45302298	45315608	10
SLITRK4	143622790	143636101	X
RAB7B	205976740	206003461	1
ZBTB7B	155002630	155018522	1
	142251847	142259632	6
ATP5MC1P8	76836568	76836861	10
	118375350	118376275	12
FRG1CP	28563850	28602843	20
AMER3	130755435	130768134	2
SUDS3	118376555	118418033	12
BTNL9	181040225	181061521	5
	155614726	155660245	1
	130743538	130755879	2
XK	37685791	37732130	X
MSTO1	155610205	155614967	1
	202231696	202231849	2
HNRNPH1P2	143677153	143678362	X
	179829609	179836124	1
TMUB1	151081085	151083493	7
	37700005	37700277	X
SPANXN2	143711955	143721423	X
	38221391	38223667	X
	37906147	37949405	X
	53337783	53337973	X
DYNLT3	37836757	37847571	X
	53340986	53341505	X
	106103163	106106165	12
	143757737	143828133	X
	118428281	118428870	12
	143806391	143806733	X
NUAK1	106063340	106140033	12
	98409290	98409763	4
	118430147	118430699	12
	98251688	98261630	4
LINC02460	118645315	118648724	12
UBE2NL	143884071	143885255	X
MKNK2P1	36944111	36944738	10
	46572948	46587808	11
RPL17P37	118737964	118738511	12
CYCSP8	130776646	130776957	2
ARL6IP1P2	36995023	36995585	10
	144308834	144309080	X
LINC02423	118758754	118761679	12
AMBRA1	46396414	46594125	11
RRM2P4	144309132	144309693	X
LINC02440	118773032	118775137	12
KCNQ1DN	2870047	2872091	CHR_HSCHR11_1_CTG7
LINC02439	118818804	118833536	12
C17orf98	38635875	38642242	CHR_HSCHR17_7_CTG4
ART4	14825569	14843526	12
ABCF3	184186023	184194012	3
CDKN1C	2883205	2885904	CHR_HSCHR11_1_CTG7
	51916145	51918571	14
GNG2	51826195	51979342	14
TOR1AIP2	179839967	179877803	1
SMCO3	14804650	14814182	12
SRPX	38149336	38220924	X
MGP	14881181	14885926	12
HHIPL2	222522258	222548104	1
GDPD1	59220467	59275970	17
	24078481	24080669	19
	64442510	64443330	12
	24033445	24066909	19
XPOT	64404392	64451125	12
BNIP3P40	24098425	24098980	19
ZNF254	24033405	24129961	19
KCNA10	110517217	110519175	1
GOLM1	86026146	86100173	9
TXK	48066393	48134250	4
P2RX7	121132819	121188032	12
NLRP9P1	129013336	129016663	12
	203805621	203806263	1
CCNT1	48688458	48716998	12
ZBED6	203795714	203854999	1
SMIM39	131035092	131035262	2
	130830978	130836994	2
	106170004	106172437	12
	129852208	129854944	12
TMEM132D-AS1	129109629	129113294	12
ARHGEF4	130836916	131047263	2
	14841092	14844708	12
	14805108	14808177	12
LANCL3	37571569	37684463	X
C12orf60	14803572	14906586	12
TMEM132D-AS2	129208601	129212662	12
	129262345	129262824	12
TMEM132D	129071725	129904025	12
	71596338	71597279	CHR_HSCHR17_8_CTG4
	49155242	49157351	X
TSPAN7	38561370	38688920	X
	129839928	129840522	12
ZC3H11A	203795654	203854999	1
	129521303	129522763	12
	129622929	129625366	12
LINC02410	95803097	95823307	12
ZNF202	123723914	123741675	11
FCER1A	159289714	159308224	1
	51967003	51969800	14
	95795345	95858839	12
	129681427	129698227	12
	106245613	106246956	12
CDKN2AIPNLP2	26827169	26827520	2
TCP11L2	106301929	106347003	12
	54438010	54438346	19
SCT	626689	627401	CHR_HSCHR11_1_CTG8
PSMD10	108084207	108091549	X
IL17RD	57089982	57170306	3
	237421420	237425276	2
	237428920	237434822	2
SLC22A18AS	2887804	2903769	CHR_HSCHR11_1_CTG7
YY1AP1	155659443	155689000	1
OR10J3	159313670	159314659	1
SNRPF	95858928	95903828	12
	67121605	67123956	1
NCL	231453531	231483641	2
SFPQ	35176378	35193145	1
SLC22A18	2899745	2925175	CHR_HSCHR11_1_CTG7
C1orf141	67092165	67231853	1
OR10J4	159432204	159433138	1
OR10J7P	159351093	159352026	1
	45444570	45453121	10
OR10J9P	159405423	159406409	1
ALOX5	45374176	45446119	10
PRRG1	37349275	37457295	X
OR10J8P	159366161	159367089	1
CCDC38	95867048	95942635	12
	159466321	159483376	1
TGM1	24249114	24264432	14
OR10J1	159437845	159443078	1
	159346166	159469068	1
	46428653	46429150	11
PPP6R3	68460731	68615334	11
OR10J5	159535078	159536007	1
TNFAIP2	103123442	103137439	14
PAIP1P1	30231863	30233684	CHR_HSCHR6_MHC_MANN_CTG1
	159557368	159558200	1
GUK1	228139962	228148984	1
IL23R	67138907	67259979	1
OR10AE1P	159581620	159582648	1
TRIM26	30229518	30258487	CHR_HSCHR6_MHC_MANN_CTG1
	106237881	106304279	12
APCS	159587826	159588865	1
	184499484	184500370	3
ECE2	184276011	184293031	3
TDGF1P1	38395369	38395895	X
	36070239	36071070	19
	95885169	95885797	12
OR10J6P	159598298	159599227	1
WDR62	36054881	36105108	19
SYTL5	38006553	38128819	X
	106250759	106252786	12
	159649151	159649620	1
KCNA2	110519837	110631474	1
CRPP1	159704983	159705607	1
	167457383	167458661	1
	167457742	167459891	1
CRP	159712289	159714589	1
CD247	167430640	167518610	1
HNRNPCP10	144840777	144841660	X
CYCSP44	145176582	145176894	X
	18059493	18071008	20
	145232929	145233619	X
	70315640	70346747	16
SPANXN1	145246828	145256112	X
DDX19A	70346861	70373383	16
	145630218	145632375	X
	76115711	76116100	12
	76137425	76138610	12
PXDN	1631887	1744852	2
	136900233	136901529	6
LNCOG	76259839	76305131	12
	179881607	179882595	1
	145768095	145768342	X
PEX7	136822564	136913934	6
	145699056	145820632	X
	37994252	37994918	X
TOR1AIP1	179882042	179925000	1
	145797375	145798439	X
SLITRK2	145817832	145829856	X
	159759170	159759589	1
YWHAZP5	105686322	105687051	10
	196638422	196639497	2
TEX49	48727435	48765786	12
LINC02627	105808775	105819197	10
AKR1D1P1	167519536	167520586	1
BBS10	76344474	76348442	12
LINC02624	106140264	106188722	10
	146537535	146538048	X
ELL2P4	146553728	146555765	X
AMDHD1	95943331	95968720	12
RIBC1	53422690	53431120	X
	58594417	58603973	20
APCDD1L-DT	58515379	58619888	20
DUSP23	159780932	159782543	1
SFXN5	72942036	73075619	2
CREG1	167529117	167553805	1
SMC1A	53374149	53422728	X
FHL2	105357712	105438513	2
	121190868	121191518	12
	121177919	121191477	12
SMAD7	48919853	48952052	18
FCRL6	159800511	159816257	1
	167591392	167591846	1
	151158106	151158462	5
	151173981	151180617	5
CTSE	206009264	206023895	1
CNPY4	100119634	100125508	7
	54438665	54439544	19
DRD4	637525	640936	CHR_HSCHR11_1_CTG8
TAF1A	222557902	222589933	1
RCSD1	167630093	167708696	1
	181065086	181065677	5
FOXO1B	181099140	181100666	5
EEF1A1P20	99996547	99997932	5
	181114106	181115674	5
MRPS6P2	50846468	50846837	1
MTCYBP22	100045928	100046374	5
	50461469	50471150	1
MTND6P22	100046450	100046970	5
FAF1	50437028	50960267	1
OR2V1	181123122	181131169	5
	37240887	37242049	10
RPL15P1	18090116	18090715	20
TMEM161BP1	37337415	37338871	10
LINC00993	37248118	37347031	10
MBLAC1	100126785	100128495	7
DEAF1	646472	677067	CHR_HSCHR11_1_CTG8
LENG8	54448887	54462037	19
VN1R53P	37348616	37349572	10
	167627385	167630674	1
	25644544	25659111	1
MAN1C1	25617468	25786207	1
EPHB3	184561785	184582408	3
RPS27L	63125872	63158021	15
AP4M1	100101549	100110345	7
ANKRD30A	37125788	37384111	10
FGD3	92947523	93036236	9
	668204	680202	CHR_HSCHR11_1_CTG8
COL14A1	120059780	120373573	8
TAF1A-AS1	222589825	222593032	1
MAP3K2	127298730	127388465	2
OR2V2	181147586	181159285	5
RHEX	206053173	206102449	1
LINC01962	181191046	181191852	5
SNRPGP17	59281130	59281343	17
	130024493	130044956	12
LINC02418	130033454	130045057	12
LINC02054	184399790	184457891	3
	130047132	130048376	12
LINC02419	130070325	130072685	12
	206035253	206062257	1
EEF1AKMT4	184249650	184259585	3
	130121925	130122974	12
	130138693	130140768	12
LACTB	63121833	63142061	15
FZD10-AS1	130144315	130162256	12
	181191924	181194429	5
	181195496	181203103	5
	130144954	130145691	12
	57134142	57134723	3
EIF2B5	184135038	184146127	3
AVPR1B	206106936	206117699	1
	231493708	231495299	2
NOP58	202265736	202303661	2
MYL6P5	71620978	71621436	CHR_HSCHR17_8_CTG4
TRIM7	181193924	181205293	5
	231497090	231507256	2
	206117783	206126805	1
RPL22P4	206160887	206161276	1
HNRNPA1	54280193	54287088	12
	72839039	72839718	CHR_HSCHR17_9_CTG4
DCST1-AS1	155045191	155046118	1
	206175060	206177246	1
	93600357	93603598	5
SLC39A11	72837800	72849806	CHR_HSCHR17_9_CTG4
FZD10	130162459	130165740	12
	48962951	48963941	18
DCST1	155033824	155050930	1
	49013106	49013819	18
LINC00471	231508426	231514339	2
	130216807	130217157	12
	127294227	127375075	2
NMUR1	231523187	231530445	2
PFN1P3	145407772	145408173	1
SNHG28	159834495	159855237	1
	145507444	145508607	1
LENG8-AS1	54444807	54449045	19
	145509047	145520594	1
	130249679	130266725	12
LENG9	54461796	54463711	19
CCDC150	196639554	196763490	2
	231559903	231560364	2
CFAP45	159872364	159900165	1
	54446830	54447047	19
RPL23AP26	231585864	231586327	2
ASS1P7	177297161	177298386	3
LINC00501	177294442	177323418	3
TEX44	231592901	231594283	2
